idItinerario,DataHoraPartida,DataHoraChegada,Percurso
"436","2017-02-01 09:00:00","2017-02-02 02:00:00","10"
"437","2017-02-01 10:00:00","2017-02-01 14:30:00","5"
"438","2017-02-01 10:00:00","2017-02-01 14:30:00","3"
"439","2017-02-01 15:00:00","2017-02-01 20:30:00","4"
"440","2017-02-01 15:00:00","2017-02-01 20:30:00","6"
"441","2017-02-01 17:00:00","2017-02-01 20:00:00","2"
"442","2017-02-02 08:00:00","2017-02-02 12:30:00","1"
"443","2017-02-02 10:00:00","2017-02-02 14:30:00","5"
"444","2017-02-02 10:00:00","2017-02-02 14:30:00","3"
"445","2017-02-02 15:00:00","2017-02-02 20:30:00","4"
"446","2017-02-02 15:00:00","2017-02-02 20:30:00","6"
"447","2017-02-02 17:00:00","2017-02-02 20:00:00","2"
"448","2017-02-03 08:00:00","2017-02-03 12:30:00","1"
"449","2017-02-03 09:00:00","2017-02-05 01:00:00","11"
"450","2017-02-03 10:00:00","2017-02-03 14:30:00","5"
"451","2017-02-03 10:00:00","2017-02-03 14:30:00","3"
"452","2017-02-03 15:00:00","2017-02-03 20:30:00","4"
"453","2017-02-03 15:00:00","2017-02-03 20:30:00","6"
"454","2017-02-03 17:00:00","2017-02-03 20:00:00","2"
"455","2017-02-04 00:09:00","2017-02-05 01:00:00","13"
"456","2017-02-04 00:09:00","2017-02-05 01:00:00","14"
"457","2017-02-04 08:00:00","2017-02-04 12:30:00","1"
"458","2017-02-04 10:00:00","2017-02-04 14:30:00","5"
"459","2017-02-04 10:00:00","2017-02-04 14:30:00","3"
"460","2017-02-04 15:00:00","2017-02-04 20:30:00","4"
"461","2017-02-04 15:00:00","2017-02-04 20:30:00","6"
"462","2017-02-04 17:00:00","2017-02-04 20:00:00","2"
"463","2017-02-05 06:00:00","2017-02-05 22:00:00","7"
"464","2017-02-05 08:00:00","2017-02-05 12:30:00","1"
"465","2017-02-05 10:00:00","2017-02-05 14:30:00","5"
"466","2017-02-05 10:00:00","2017-02-05 14:30:00","3"
"467","2017-02-05 15:00:00","2017-02-05 20:30:00","4"
"468","2017-02-05 15:00:00","2017-02-05 20:30:00","6"
"469","2017-02-05 17:00:00","2017-02-05 20:00:00","2"
"470","2017-02-06 05:00:00","2017-02-08 02:00:00","8"
"471","2017-02-06 08:00:00","2017-02-06 12:30:00","1"
"472","2017-02-06 10:00:00","2017-02-06 14:30:00","5"
"473","2017-02-06 10:00:00","2017-02-06 14:30:00","3"
"474","2017-02-06 15:00:00","2017-02-06 20:30:00","4"
"475","2017-02-06 15:00:00","2017-02-06 20:30:00","6"
"476","2017-02-06 17:00:00","2017-02-06 20:00:00","2"
"477","2017-02-07 08:00:00","2017-02-07 12:30:00","1"
"478","2017-02-07 09:00:00","2017-02-09 05:00:00","12"
"479","2017-02-07 10:00:00","2017-02-07 14:30:00","5"
"480","2017-02-07 10:00:00","2017-02-07 14:30:00","3"
"481","2017-02-07 15:00:00","2017-02-07 20:30:00","4"
"482","2017-02-07 15:00:00","2017-02-07 20:30:00","6"
"483","2017-02-07 17:00:00","2017-02-07 20:00:00","2"
"484","2017-02-08 08:00:00","2017-02-08 12:30:00","1"
"485","2017-02-08 09:00:00","2017-02-09 02:00:00","10"
"486","2017-02-08 10:00:00","2017-02-08 14:30:00","5"
"487","2017-02-08 10:00:00","2017-02-08 14:30:00","3"
"488","2017-02-08 15:00:00","2017-02-08 20:30:00","4"
"489","2017-02-08 15:00:00","2017-02-08 20:30:00","6"
"490","2017-02-08 17:00:00","2017-02-08 20:00:00","2"
"491","2017-02-09 08:00:00","2017-02-09 12:30:00","1"
"492","2017-02-09 10:00:00","2017-02-09 14:30:00","5"
"493","2017-02-09 10:00:00","2017-02-09 14:30:00","3"
"494","2017-02-09 15:00:00","2017-02-09 20:30:00","4"
"495","2017-02-09 15:00:00","2017-02-09 20:30:00","6"
"496","2017-02-09 17:00:00","2017-02-09 20:00:00","2"
"497","2017-02-10 08:00:00","2017-02-10 12:30:00","1"
"498","2017-02-10 09:00:00","2017-02-12 01:00:00","11"
"499","2017-02-10 10:00:00","2017-02-10 14:30:00","5"
"500","2017-02-10 10:00:00","2017-02-10 14:30:00","3"
"501","2017-02-10 15:00:00","2017-02-10 20:30:00","4"
"502","2017-02-10 15:00:00","2017-02-10 20:30:00","6"
"503","2017-02-10 17:00:00","2017-02-10 20:00:00","2"
"504","2017-02-11 00:09:00","2017-02-12 01:00:00","13"
"505","2017-02-11 00:09:00","2017-02-12 01:00:00","14"
"506","2017-02-11 08:00:00","2017-02-11 12:30:00","1"
"507","2017-02-11 10:00:00","2017-02-11 14:30:00","5"
"508","2017-02-11 10:00:00","2017-02-11 14:30:00","3"
"509","2017-02-11 15:00:00","2017-02-11 20:30:00","4"
"510","2017-02-11 15:00:00","2017-02-11 20:30:00","6"
"511","2017-02-11 17:00:00","2017-02-11 20:00:00","2"
"512","2017-02-12 06:00:00","2017-02-12 22:00:00","7"
"513","2017-02-12 08:00:00","2017-02-12 12:30:00","1"
"514","2017-02-12 10:00:00","2017-02-12 14:30:00","5"
"515","2017-02-12 10:00:00","2017-02-12 14:30:00","3"
"516","2017-02-12 15:00:00","2017-02-12 20:30:00","4"
"517","2017-02-12 15:00:00","2017-02-12 20:30:00","6"
"518","2017-02-12 17:00:00","2017-02-12 20:00:00","2"
"519","2017-02-13 05:00:00","2017-02-15 02:00:00","8"
"520","2017-02-13 08:00:00","2017-02-13 12:30:00","1"
"521","2017-02-13 10:00:00","2017-02-13 14:30:00","5"
"522","2017-02-13 10:00:00","2017-02-13 14:30:00","3"
"523","2017-02-13 15:00:00","2017-02-13 20:30:00","4"
"524","2017-02-13 15:00:00","2017-02-13 20:30:00","6"
"525","2017-02-13 17:00:00","2017-02-13 20:00:00","2"
"526","2017-02-14 08:00:00","2017-02-14 12:30:00","1"
"527","2017-02-14 09:00:00","2017-02-16 05:00:00","12"
"528","2017-02-14 10:00:00","2017-02-14 14:30:00","5"
"529","2017-02-14 10:00:00","2017-02-14 14:30:00","3"
"530","2017-02-14 15:00:00","2017-02-14 20:30:00","4"
"531","2017-02-14 15:00:00","2017-02-14 20:30:00","6"
"532","2017-02-14 17:00:00","2017-02-14 20:00:00","2"
"533","2017-02-15 08:00:00","2017-02-15 12:30:00","1"
"534","2017-02-15 09:00:00","2017-02-16 02:00:00","10"
"535","2017-02-15 10:00:00","2017-02-15 14:30:00","5"
"536","2017-02-15 10:00:00","2017-02-15 14:30:00","3"
"537","2017-02-15 15:00:00","2017-02-15 20:30:00","4"
"538","2017-02-15 15:00:00","2017-02-15 20:30:00","6"
"539","2017-02-15 17:00:00","2017-02-15 20:00:00","2"
"540","2017-02-16 08:00:00","2017-02-16 12:30:00","1"
"541","2017-02-16 10:00:00","2017-02-16 14:30:00","5"
"542","2017-02-16 10:00:00","2017-02-16 14:30:00","3"
"543","2017-02-16 15:00:00","2017-02-16 20:30:00","4"
"544","2017-02-16 15:00:00","2017-02-16 20:30:00","6"
"545","2017-02-16 17:00:00","2017-02-16 20:00:00","2"
"546","2017-02-17 08:00:00","2017-02-17 12:30:00","1"
"547","2017-02-17 09:00:00","2017-02-19 01:00:00","11"
"548","2017-02-17 10:00:00","2017-02-17 14:30:00","5"
"549","2017-02-17 10:00:00","2017-02-17 14:30:00","3"
"550","2017-02-17 15:00:00","2017-02-17 20:30:00","4"
"551","2017-02-17 15:00:00","2017-02-17 20:30:00","6"
"552","2017-02-17 17:00:00","2017-02-17 20:00:00","2"
"553","2017-02-18 00:09:00","2017-02-19 01:00:00","13"
"554","2017-02-18 00:09:00","2017-02-19 01:00:00","14"
"555","2017-02-18 08:00:00","2017-02-18 12:30:00","1"
"556","2017-02-18 10:00:00","2017-02-18 14:30:00","5"
"557","2017-02-18 10:00:00","2017-02-18 14:30:00","3"
"558","2017-02-18 15:00:00","2017-02-18 20:30:00","4"
"559","2017-02-18 15:00:00","2017-02-18 20:30:00","6"
"560","2017-02-18 17:00:00","2017-02-18 20:00:00","2"
"561","2017-02-19 06:00:00","2017-02-19 22:00:00","7"
"562","2017-02-19 08:00:00","2017-02-19 12:30:00","1"
"563","2017-02-19 10:00:00","2017-02-19 14:30:00","5"
"564","2017-02-19 10:00:00","2017-02-19 14:30:00","3"
"565","2017-02-19 15:00:00","2017-02-19 20:30:00","4"
"566","2017-02-19 15:00:00","2017-02-19 20:30:00","6"
"567","2017-02-19 17:00:00","2017-02-19 20:00:00","2"
"568","2017-02-20 05:00:00","2017-02-22 02:00:00","8"
"569","2017-02-20 08:00:00","2017-02-20 12:30:00","1"
"570","2017-02-20 10:00:00","2017-02-20 14:30:00","5"
"571","2017-02-20 10:00:00","2017-02-20 14:30:00","3"
"572","2017-02-20 15:00:00","2017-02-20 20:30:00","4"
"573","2017-02-20 15:00:00","2017-02-20 20:30:00","6"
"574","2017-02-20 17:00:00","2017-02-20 20:00:00","2"
"575","2017-02-21 08:00:00","2017-02-21 12:30:00","1"
"576","2017-02-21 09:00:00","2017-02-23 05:00:00","12"
"577","2017-02-21 10:00:00","2017-02-21 14:30:00","5"
"578","2017-02-21 10:00:00","2017-02-21 14:30:00","3"
"579","2017-02-21 15:00:00","2017-02-21 20:30:00","4"
"580","2017-02-21 15:00:00","2017-02-21 20:30:00","6"
"581","2017-02-21 17:00:00","2017-02-21 20:00:00","2"
"582","2017-02-22 08:00:00","2017-02-22 12:30:00","1"
"583","2017-02-22 09:00:00","2017-02-23 02:00:00","10"
"584","2017-02-22 10:00:00","2017-02-22 14:30:00","5"
"585","2017-02-22 10:00:00","2017-02-22 14:30:00","3"
"586","2017-02-22 15:00:00","2017-02-22 20:30:00","4"
"587","2017-02-22 15:00:00","2017-02-22 20:30:00","6"
"588","2017-02-22 17:00:00","2017-02-22 20:00:00","2"
"589","2017-02-23 08:00:00","2017-02-23 12:30:00","1"
"590","2017-02-23 10:00:00","2017-02-23 14:30:00","5"
"591","2017-02-23 10:00:00","2017-02-23 14:30:00","3"
"592","2017-02-23 15:00:00","2017-02-23 20:30:00","4"
"593","2017-02-23 15:00:00","2017-02-23 20:30:00","6"
"594","2017-02-23 17:00:00","2017-02-23 20:00:00","2"
"595","2017-02-24 08:00:00","2017-02-24 12:30:00","1"
"596","2017-02-24 09:00:00","2017-02-26 01:00:00","11"
"597","2017-02-24 10:00:00","2017-02-24 14:30:00","5"
"598","2017-02-24 10:00:00","2017-02-24 14:30:00","3"
"599","2017-02-24 15:00:00","2017-02-24 20:30:00","4"
"600","2017-02-24 15:00:00","2017-02-24 20:30:00","6"
"601","2017-02-24 17:00:00","2017-02-24 20:00:00","2"
"602","2017-02-25 00:09:00","2017-02-26 01:00:00","13"
"603","2017-02-25 00:09:00","2017-02-26 01:00:00","14"
"604","2017-02-25 08:00:00","2017-02-25 12:30:00","1"
"605","2017-02-25 10:00:00","2017-02-25 14:30:00","5"
"606","2017-02-25 10:00:00","2017-02-25 14:30:00","3"
"607","2017-02-25 15:00:00","2017-02-25 20:30:00","4"
"608","2017-02-25 15:00:00","2017-02-25 20:30:00","6"
"609","2017-02-25 17:00:00","2017-02-25 20:00:00","2"
"610","2017-02-26 06:00:00","2017-02-26 22:00:00","7"
"611","2017-02-26 08:00:00","2017-02-26 12:30:00","1"
"612","2017-02-26 10:00:00","2017-02-26 14:30:00","5"
"613","2017-02-26 10:00:00","2017-02-26 14:30:00","3"
"614","2017-02-26 15:00:00","2017-02-26 20:30:00","4"
"615","2017-02-26 15:00:00","2017-02-26 20:30:00","6"
"616","2017-02-26 17:00:00","2017-02-26 20:00:00","2"
"617","2017-02-27 05:00:00","2017-03-01 02:00:00","8"
"618","2017-02-27 08:00:00","2017-02-27 12:30:00","1"
"619","2017-02-27 10:00:00","2017-02-27 14:30:00","5"
"620","2017-02-27 10:00:00","2017-02-27 14:30:00","3"
"621","2017-02-27 15:00:00","2017-02-27 20:30:00","4"
"622","2017-02-27 15:00:00","2017-02-27 20:30:00","6"
"623","2017-02-27 17:00:00","2017-02-27 20:00:00","2"
"624","2017-02-28 08:00:00","2017-02-28 12:30:00","1"
"625","2017-02-28 09:00:00","2017-03-02 05:00:00","12"
"626","2017-02-28 10:00:00","2017-02-28 14:30:00","5"
"627","2017-02-28 10:00:00","2017-02-28 14:30:00","3"
"628","2017-02-28 15:00:00","2017-02-28 20:30:00","4"
"629","2017-02-28 15:00:00","2017-02-28 20:30:00","6"
"630","2017-02-28 17:00:00","2017-02-28 20:00:00","2"
"631","2017-03-01 08:00:00","2017-03-01 12:30:00","1"
"632","2017-03-01 09:00:00","2017-03-02 02:00:00","10"
"633","2017-03-01 10:00:00","2017-03-01 14:30:00","5"
"634","2017-03-01 10:00:00","2017-03-01 14:30:00","3"
"635","2017-03-01 15:00:00","2017-03-01 20:30:00","4"
"636","2017-03-01 15:00:00","2017-03-01 20:30:00","6"
"637","2017-03-01 17:00:00","2017-03-01 20:00:00","2"
"638","2017-03-02 08:00:00","2017-03-02 12:30:00","1"
"639","2017-03-02 10:00:00","2017-03-02 14:30:00","5"
"640","2017-03-02 10:00:00","2017-03-02 14:30:00","3"
"641","2017-03-02 15:00:00","2017-03-02 20:30:00","4"
"642","2017-03-02 15:00:00","2017-03-02 20:30:00","6"
"643","2017-03-02 17:00:00","2017-03-02 20:00:00","2"
"644","2017-03-03 08:00:00","2017-03-03 12:30:00","1"
"645","2017-03-03 09:00:00","2017-03-05 01:00:00","11"
"646","2017-03-03 10:00:00","2017-03-03 14:30:00","5"
"647","2017-03-03 10:00:00","2017-03-03 14:30:00","3"
"648","2017-03-03 15:00:00","2017-03-03 20:30:00","4"
"649","2017-03-03 15:00:00","2017-03-03 20:30:00","6"
"650","2017-03-03 17:00:00","2017-03-03 20:00:00","2"
"651","2017-03-04 00:09:00","2017-03-05 01:00:00","13"
"652","2017-03-04 00:09:00","2017-03-05 01:00:00","14"
"653","2017-03-04 08:00:00","2017-03-03 12:30:00","1"
"654","2017-03-04 10:00:00","2017-03-04 14:30:00","5"
"655","2017-03-04 10:00:00","2017-03-04 14:30:00","3"
"656","2017-03-04 15:00:00","2017-03-04 20:30:00","4"
"657","2017-03-04 15:00:00","2017-03-04 20:30:00","6"
"658","2017-03-04 17:00:00","2017-03-04 20:00:00","2"
"659","2017-03-05 06:00:00","2017-03-05 22:00:00","7"
"660","2017-03-05 08:00:00","2017-03-03 12:30:00","1"
"661","2017-03-05 10:00:00","2017-03-05 14:30:00","5"
"662","2017-03-05 10:00:00","2017-03-05 14:30:00","3"
"663","2017-03-05 15:00:00","2017-03-05 20:30:00","4"
"664","2017-03-05 15:00:00","2017-03-05 20:30:00","6"
"665","2017-03-05 17:00:00","2017-03-05 20:00:00","2"
"666","2017-03-06 05:00:00","2017-03-08 02:00:00","8"
"667","2017-03-06 08:00:00","2017-03-03 12:30:00","1"
"668","2017-03-06 10:00:00","2017-03-06 14:30:00","5"
"669","2017-03-06 10:00:00","2017-03-06 14:30:00","3"
"670","2017-03-06 15:00:00","2017-03-06 20:30:00","4"
"671","2017-03-06 15:00:00","2017-03-06 20:30:00","6"
"672","2017-03-06 17:00:00","2017-03-06 20:00:00","2"
"673","2017-03-07 08:00:00","2017-03-03 12:30:00","1"
"674","2017-03-07 09:00:00","2017-03-09 05:00:00","12"
"675","2017-03-07 10:00:00","2017-03-07 14:30:00","5"
"676","2017-03-07 10:00:00","2017-03-07 14:30:00","3"
"677","2017-03-07 15:00:00","2017-03-07 20:30:00","4"
"678","2017-03-07 15:00:00","2017-03-07 20:30:00","6"
"679","2017-03-07 17:00:00","2017-03-07 20:00:00","2"
"680","2017-03-08 08:00:00","2017-03-03 12:30:00","1"
"681","2017-03-08 09:00:00","2017-03-09 02:00:00","10"
"682","2017-03-08 10:00:00","2017-03-08 14:30:00","5"
"683","2017-03-08 10:00:00","2017-03-08 14:30:00","3"
"684","2017-03-08 15:00:00","2017-03-08 20:30:00","4"
"685","2017-03-08 15:00:00","2017-03-08 20:30:00","6"
"686","2017-03-08 17:00:00","2017-03-08 20:00:00","2"
"687","2017-03-09 08:00:00","2017-03-03 12:30:00","1"
"688","2017-03-09 10:00:00","2017-03-09 14:30:00","5"
"689","2017-03-09 10:00:00","2017-03-09 14:30:00","3"
"690","2017-03-09 15:00:00","2017-03-09 20:30:00","4"
"691","2017-03-09 15:00:00","2017-03-09 20:30:00","6"
"692","2017-03-09 17:00:00","2017-03-09 20:00:00","2"
"693","2017-03-10 08:00:00","2017-03-03 12:30:00","1"
"694","2017-03-10 09:00:00","2017-03-12 01:00:00","11"
"695","2017-03-10 10:00:00","2017-03-10 14:30:00","5"
"696","2017-03-10 10:00:00","2017-03-10 14:30:00","3"
"697","2017-03-10 15:00:00","2017-03-10 20:30:00","4"
"698","2017-03-10 15:00:00","2017-03-10 20:30:00","6"
"699","2017-03-10 17:00:00","2017-03-10 20:00:00","2"
"700","2017-03-11 00:09:00","2017-03-12 01:00:00","13"
"701","2017-03-11 00:09:00","2017-03-12 01:00:00","14"
"702","2017-03-11 08:00:00","2017-03-03 12:30:00","1"
"703","2017-03-11 10:00:00","2017-03-11 14:30:00","5"
"704","2017-03-11 10:00:00","2017-03-11 14:30:00","3"
"705","2017-03-11 15:00:00","2017-03-11 20:30:00","4"
"706","2017-03-11 15:00:00","2017-03-11 20:30:00","6"
"707","2017-03-11 17:00:00","2017-03-11 20:00:00","2"
"708","2017-03-12 06:00:00","2017-03-12 22:00:00","7"
"709","2017-03-12 08:00:00","2017-03-03 12:30:00","1"
"710","2017-03-12 10:00:00","2017-03-12 14:30:00","5"
"711","2017-03-12 10:00:00","2017-03-12 14:30:00","3"
"712","2017-03-12 15:00:00","2017-03-12 20:30:00","4"
"713","2017-03-12 15:00:00","2017-03-12 20:30:00","6"
"714","2017-03-12 17:00:00","2017-03-12 20:00:00","2"
"715","2017-03-13 05:00:00","2017-03-15 02:00:00","8"
"716","2017-03-13 08:00:00","2017-03-03 12:30:00","1"
"717","2017-03-13 10:00:00","2017-03-13 14:30:00","5"
"718","2017-03-13 10:00:00","2017-03-13 14:30:00","3"
"719","2017-03-13 15:00:00","2017-03-13 20:30:00","4"
"720","2017-03-13 15:00:00","2017-03-13 20:30:00","6"
"721","2017-03-13 17:00:00","2017-03-13 20:00:00","2"
"722","2017-03-14 08:00:00","2017-03-03 12:30:00","1"
"723","2017-03-14 09:00:00","2017-03-16 05:00:00","12"
"724","2017-03-14 10:00:00","2017-03-14 14:30:00","5"
"725","2017-03-14 10:00:00","2017-03-14 14:30:00","3"
"726","2017-03-14 15:00:00","2017-03-14 20:30:00","4"
"727","2017-03-14 15:00:00","2017-03-14 20:30:00","6"
"728","2017-03-14 17:00:00","2017-03-14 20:00:00","2"
"729","2017-03-15 08:00:00","2017-03-03 12:30:00","1"
"730","2017-03-15 09:00:00","2017-03-16 02:00:00","10"
"731","2017-03-15 10:00:00","2017-03-15 14:30:00","5"
"732","2017-03-15 10:00:00","2017-03-15 14:30:00","3"
"733","2017-03-15 15:00:00","2017-03-15 20:30:00","4"
"734","2017-03-15 15:00:00","2017-03-15 20:30:00","6"
"735","2017-03-15 17:00:00","2017-03-15 20:00:00","2"
"736","2017-03-16 08:00:00","2017-03-03 12:30:00","1"
"737","2017-03-16 10:00:00","2017-03-16 14:30:00","5"
"738","2017-03-16 10:00:00","2017-03-16 14:30:00","3"
"739","2017-03-16 15:00:00","2017-03-16 20:30:00","4"
"740","2017-03-16 15:00:00","2017-03-16 20:30:00","6"
"741","2017-03-16 17:00:00","2017-03-16 20:00:00","2"
"742","2017-03-17 08:00:00","2017-03-03 12:30:00","1"
"743","2017-03-17 09:00:00","2017-03-19 01:00:00","11"
"744","2017-03-17 10:00:00","2017-03-17 14:30:00","5"
"745","2017-03-17 10:00:00","2017-03-17 14:30:00","3"
"746","2017-03-17 15:00:00","2017-03-17 20:30:00","4"
"747","2017-03-17 15:00:00","2017-03-17 20:30:00","6"
"748","2017-03-17 17:00:00","2017-03-17 20:00:00","2"
"749","2017-03-18 00:09:00","2017-03-19 01:00:00","13"
"750","2017-03-18 00:09:00","2017-03-19 01:00:00","14"
"751","2017-03-18 08:00:00","2017-03-03 12:30:00","1"
"752","2017-03-18 10:00:00","2017-03-18 14:30:00","5"
"753","2017-03-18 10:00:00","2017-03-18 14:30:00","3"
"754","2017-03-18 15:00:00","2017-03-18 20:30:00","4"
"755","2017-03-18 15:00:00","2017-03-18 20:30:00","6"
"756","2017-03-18 17:00:00","2017-03-18 20:00:00","2"
"757","2017-03-19 06:00:00","2017-03-19 22:00:00","7"
"758","2017-03-19 08:00:00","2017-03-03 12:30:00","1"
"759","2017-03-19 10:00:00","2017-03-19 14:30:00","5"
"760","2017-03-19 10:00:00","2017-03-19 14:30:00","3"
"761","2017-03-19 15:00:00","2017-03-19 20:30:00","4"
"762","2017-03-19 15:00:00","2017-03-19 20:30:00","6"
"763","2017-03-19 17:00:00","2017-03-19 20:00:00","2"
"764","2017-03-20 05:00:00","2017-03-22 02:00:00","8"
"765","2017-03-20 08:00:00","2017-03-03 12:30:00","1"
"766","2017-03-20 10:00:00","2017-03-20 14:30:00","5"
"767","2017-03-20 10:00:00","2017-03-20 14:30:00","3"
"768","2017-03-20 15:00:00","2017-03-20 20:30:00","4"
"769","2017-03-20 15:00:00","2017-03-20 20:30:00","6"
"770","2017-03-20 17:00:00","2017-03-20 20:00:00","2"
"771","2017-03-21 08:00:00","2017-03-03 12:30:00","1"
"772","2017-03-21 09:00:00","2017-03-23 05:00:00","12"
"773","2017-03-21 10:00:00","2017-03-21 14:30:00","5"
"774","2017-03-21 10:00:00","2017-03-21 14:30:00","3"
"775","2017-03-21 15:00:00","2017-03-21 20:30:00","4"
"776","2017-03-21 15:00:00","2017-03-21 20:30:00","6"
"777","2017-03-21 17:00:00","2017-03-21 20:00:00","2"
"778","2017-03-22 08:00:00","2017-03-03 12:30:00","1"
"779","2017-03-22 09:00:00","2017-03-23 02:00:00","10"
"780","2017-03-22 10:00:00","2017-03-22 14:30:00","5"
"781","2017-03-22 10:00:00","2017-03-22 14:30:00","3"
"782","2017-03-22 15:00:00","2017-03-22 20:30:00","4"
"783","2017-03-22 15:00:00","2017-03-22 20:30:00","6"
"784","2017-03-22 17:00:00","2017-03-22 20:00:00","2"
"785","2017-03-23 08:00:00","2017-03-03 12:30:00","1"
"786","2017-03-23 10:00:00","2017-03-23 14:30:00","5"
"787","2017-03-23 10:00:00","2017-03-23 14:30:00","3"
"788","2017-03-23 15:00:00","2017-03-23 20:30:00","4"
"789","2017-03-23 15:00:00","2017-03-23 20:30:00","6"
"790","2017-03-23 17:00:00","2017-03-23 20:00:00","2"
"791","2017-03-24 08:00:00","2017-03-03 12:30:00","1"
"792","2017-03-24 09:00:00","2017-03-26 01:00:00","11"
"793","2017-03-24 10:00:00","2017-03-24 14:30:00","5"
"794","2017-03-24 10:00:00","2017-03-24 14:30:00","3"
"795","2017-03-24 15:00:00","2017-03-24 20:30:00","4"
"796","2017-03-24 15:00:00","2017-03-24 20:30:00","6"
"797","2017-03-24 17:00:00","2017-03-24 20:00:00","2"
"798","2017-03-25 00:09:00","2017-03-26 01:00:00","13"
"799","2017-03-25 00:09:00","2017-03-26 01:00:00","14"
"800","2017-03-25 08:00:00","2017-03-03 12:30:00","1"
"801","2017-03-25 10:00:00","2017-03-25 14:30:00","5"
"802","2017-03-25 10:00:00","2017-03-25 14:30:00","3"
"803","2017-03-25 15:00:00","2017-03-25 20:30:00","4"
"804","2017-03-25 15:00:00","2017-03-25 20:30:00","6"
"805","2017-03-25 17:00:00","2017-03-25 20:00:00","2"
"806","2017-03-26 06:00:00","2017-03-26 22:00:00","7"
"807","2017-03-26 08:00:00","2017-03-03 12:30:00","1"
"808","2017-03-26 10:00:00","2017-03-26 14:30:00","5"
"809","2017-03-26 10:00:00","2017-03-26 14:30:00","3"
"810","2017-03-26 15:00:00","2017-03-26 20:30:00","4"
"811","2017-03-26 15:00:00","2017-03-26 20:30:00","6"
"812","2017-03-26 17:00:00","2017-03-26 20:00:00","2"
"813","2017-03-27 05:00:00","2017-03-29 02:00:00","8"
"814","2017-03-27 08:00:00","2017-03-03 12:30:00","1"
"815","2017-03-27 10:00:00","2017-03-27 14:30:00","5"
"816","2017-03-27 10:00:00","2017-03-27 14:30:00","3"
"817","2017-03-27 15:00:00","2017-03-27 20:30:00","4"
"818","2017-03-27 15:00:00","2017-03-27 20:30:00","6"
"819","2017-03-27 17:00:00","2017-03-27 20:00:00","2"
"820","2017-03-28 08:00:00","2017-03-03 12:30:00","1"
"821","2017-03-28 09:00:00","2017-03-30 05:00:00","12"
"822","2017-03-28 10:00:00","2017-03-28 14:30:00","5"
"823","2017-03-28 10:00:00","2017-03-28 14:30:00","3"
"824","2017-03-28 15:00:00","2017-03-28 20:30:00","4"
"825","2017-03-28 15:00:00","2017-03-28 20:30:00","6"
"826","2017-03-28 17:00:00","2017-03-28 20:00:00","2"
"827","2017-03-29 08:00:00","2017-03-03 12:30:00","1"
"828","2017-03-29 09:00:00","2017-03-30 02:00:00","10"
"829","2017-03-29 10:00:00","2017-03-29 14:30:00","5"
"830","2017-03-29 10:00:00","2017-03-29 14:30:00","3"
"831","2017-03-29 15:00:00","2017-03-29 20:30:00","4"
"832","2017-03-29 15:00:00","2017-03-29 20:30:00","6"
"833","2017-03-29 17:00:00","2017-03-29 20:00:00","2"
"834","2017-03-30 08:00:00","2017-03-03 12:30:00","1"
"835","2017-03-30 10:00:00","2017-03-30 14:30:00","5"
"836","2017-03-30 10:00:00","2017-03-30 14:30:00","3"
"837","2017-03-30 15:00:00","2017-03-30 20:30:00","4"
"838","2017-03-30 15:00:00","2017-03-30 20:30:00","6"
"839","2017-03-30 17:00:00","2017-03-30 20:00:00","2"
"840","2017-03-31 08:00:00","2017-03-03 12:30:00","1"
"841","2017-03-31 09:00:00","2017-04-02 01:00:00","11"
"842","2017-03-31 10:00:00","2017-03-31 14:30:00","5"
"843","2017-03-31 10:00:00","2017-03-31 14:30:00","3"
"844","2017-03-31 15:00:00","2017-03-31 20:30:00","4"
"845","2017-03-31 15:00:00","2017-03-31 20:30:00","6"
"846","2017-03-31 17:00:00","2017-03-31 20:00:00","2"
"847","2017-04-01 00:09:00","2017-04-02 01:00:00","13"
"848","2017-04-01 00:09:00","2017-04-02 01:00:00","14"
"849","2017-04-01 08:00:00","2017-03-03 12:30:00","1"
"850","2017-04-01 10:00:00","2017-04-01 14:30:00","5"
"851","2017-04-01 10:00:00","2017-04-01 14:30:00","3"
"852","2017-04-01 15:00:00","2017-04-01 20:30:00","4"
"853","2017-04-01 15:00:00","2017-04-01 20:30:00","6"
"854","2017-04-01 17:00:00","2017-04-01 20:00:00","2"
"855","2017-04-02 06:00:00","2017-04-02 22:00:00","7"
"856","2017-04-02 08:00:00","2017-03-03 12:30:00","1"
"857","2017-04-02 10:00:00","2017-04-02 14:30:00","5"
"858","2017-04-02 10:00:00","2017-04-02 14:30:00","3"
"859","2017-04-02 15:00:00","2017-04-02 20:30:00","4"
"860","2017-04-02 15:00:00","2017-04-02 20:30:00","6"
"861","2017-04-02 17:00:00","2017-04-02 20:00:00","2"
"862","2017-04-03 05:00:00","2017-04-05 02:00:00","8"
"863","2017-04-03 08:00:00","2017-03-03 12:30:00","1"
"864","2017-04-03 10:00:00","2017-04-03 14:30:00","5"
"865","2017-04-03 10:00:00","2017-04-03 14:30:00","3"
"866","2017-04-03 15:00:00","2017-04-03 20:30:00","4"
"867","2017-04-03 15:00:00","2017-04-03 20:30:00","6"
"868","2017-04-03 17:00:00","2017-04-03 20:00:00","2"
"869","2017-04-04 08:00:00","2017-03-03 12:30:00","1"
"870","2017-04-04 09:00:00","2017-04-06 05:00:00","12"
"871","2017-04-04 10:00:00","2017-04-04 14:30:00","5"
